BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
Bjorg,Lunettes fraise - Bjorg - 200 g,"Snacks,  Sweet snacks"," Strawberry biscuits,  fr:Lunettes à la fraise","French: 
                    
                    Farine de blé, sucre de canne non raffiné*, farine complète d'épeautre (blé) 17%, oeufs*, huile de colza*, sirop de glucose*, sucre de canne*, beurre* concentré (lait), purée de fraise* 5%, lait entier en poudre*, jus concentré de sureau*, arôme naturel de fraise, gélifiant : pectines, acidifiant : acide citrique, correcteur d'acidité : citrates de sodium, poudres à lever : carbonates de sodium.",Ultra processed foods
Sodebo,Sandwich le méga baguette thon oeuf sauce cocktail - Sodebo - 270g,"Sandwiches,  Fish sandwiches"," Fish sandwiches,  Tuna sandwiches","viennese bread 51%(wheat flour, water, rapeseed oil, baker's yeast, wheat gluten, lactose, sugar, salt, e471 (vegetable origin), flour processing agent: ascorbic acid, beta-carotene dye), tuna 10%, egg 7%, tomatoes, salad, rapeseed oil, water, egg yolk, tomato puree, alcohol vinegar, brandy, sugar, corn starch, spices, tomato powder,  paprika extract, salt, pepper, mustard seeds",Ultra processed foods
Carrefour,Pomme - Carrefour - 710 g,"Plant-based foods and beverages,  Plant-based foods"," Apple compotes,  Applesauces","apple puree 98.5%, concentrated apple juice 1.4%, antioxidant: ascorbic acid, acidifier: citric acid",Unprocessed or minimally processed foods
"Producteur & Commerçant, Les Créations",L'envoûtant chocolat noir 70% - Producteur & Commerçant - 100 g,"Snacks,  Sweet snacks"," Dark chocolates,  Dark chocolate bar with more than 70% cocoa","cocoa paste, sugar, cocoa butter, natural bourbon vanilla powder, cocoa: 70% minimum",Ultra processed foods
Chabrior,Muesli crisp 4 noix - Chabrior - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Breakfast cereals,  Mueslis","French: 
                    
                    Céréales 60% [flocons et farine d'avoine complets 51%, céréales croustillantes (farines de riz et de blé malté, huile de tournesol), germe de blé), sucre, fruits secs 16% en proportion variable (noisettes, amandes, noix du Brésil, noix de pécan), huile de tournesol, arôme.",Ultra processed foods
"Pâturages, Sélection Intermarché",Comté - Pâturages - 350 g,"Dairies,  Fermented foods"," fr:Produits AOC,  fr:Produits labellisés","raw milk, salt, lactic ferments, rensure",Processed foods
Oasis,Oasis sorbet Tropical - 400 g (10x40 g) ou 500 ml,"Desserts,  Frozen foods"," Multifruit sorbets,  fr:Sucettes-glacees","water, sugar, apple juice based on concentrate 9.1%, glucose syrup, lemon juice based on concentrate 4.6%, concentrated juices 3.4% (concentrated orange juice, concentrated mango puree, guava puree, kiwi juice concentrate, concentrated papaya puree), pineapple juice based on concentrate 3.1%, natural flavour, stabilizers: e461, e415, passion juice based on concentrate and fruit purces without artificial colour without artificial colour 0.2%,  beet concentrate, dyes: e160b, el 00, may contain: gluten, milk, peanuts, nuts, egg and soy, naturally occurring dyes of this product may stain, constrv aton",Ultra processed foods
U,"Biscottes aux 6 céréales - U - 36 tranches, 300 g","Plant-based foods and beverages,  Plant-based foods"," Multigrain rusks,  Wholemeal rusks",": 
                    
                    Céréales 93,2 % (farine et son de BLÉ 84,1%, farine et flocons d'ORGE 3,8%, farine de maïs 1,6%, flocons d'AVOINE 1,4%, farine de SEIGLE 1,3%, farine de sarrasin 1%), sucre, huile de tournesol, levure, GRAINES DE SÉSAME , sel, GLUTEN, agent de traitement de la farine : acide ascorbique. Traces éventuelles de fruits à coque, de lait, d'oeufs.",Ultra processed foods
Connétable,1/5 Sardines sans arêtes au naturel 98g Connétable - 98 g,"Seafood,  Fishes and their products"," Sardines,  Canned sardines","sardines, water, lemon, salt, natural flavor",Ultra processed foods
Carrefour BioCarrefour,Vinaigre de cidre bio - Carrefour BioCarrefour - 50 cl,"Condiments,  Vinegars"," Vinaigres,  Vinaigres de cidre","French: 
                    
                    Vinaigre de cidre",Processed culinary ingredients
Carrefour,Miel de fleurs Honig - Carrefour - 250g,"Breakfasts,  Spreads"," Honeys,  Flower honeys","French: 
                    
                    Mélange de miels originaires et non originaires de l'UE.",Processed culinary ingredients
"St Moret, Savencia",St Môret Léger 8% MG - 270 g,"Dairies,  Fermented foods"," Pasteurized cheeses,  Cheese spreads","French: 
Lait et crème pasteurisés (Origine : France), protéines du lait, sel",Ultra processed foods
Les Comtes de Provence,"Les Comtes de Provence - Strawberry Preserves, 350g (12.3oz) Jar - 350 g","Plant-based foods and beverages,  Plant-based foods"," Berry jams,  Strawberry jams","strawberry 64%, cane sugar, gelling agent: fruit pectin unamidated, acidifier: concentrated lemon juice",Ultra processed foods
Yoplait,Yop parfum vanille - Yoplait - 720 g (4 x 180 g),"Beverages,  Dairies"," Sweetened beverages,  Vanilla yogurt drinks","French: 
Yaourt (Lait) - Sucre 7,8% - Arôme naturel - Concentré des minéraux du lait - Vitamine D.",Ultra processed foods
Daunat,Brulle fraîcheur - Daunat - 250 g,"Meats and their products,  Meals"," Caesar salads,  Salads","French: 
                    
                    Salade 36%, viande de poulet rôti traitée en salaison cuite 16%
(viande de poulet origine France, huile de tournesol, acidifiants: lactate de
potassium-acétates de sodium, sel, stabilisants: Algues Euchema transformées-triphosphates, dextrose, amidon de pomme de terre, sucre roux, vinaigre d'alcool,
antioxydant: ascorbate de sodium), maïs 14% (mais, sucre, sel), sauce Caesar 14% [huile de colza, eau, vinaigre d'alcool, moutarde (eau, graines de moutarde, vinaigre d'alcool, sel), sel, sucre, fromage (lait, sel, présure), jaune d'œuf, ail,
arôme naturel (contient lait), anchois en poudre, épaississant: gomme xanthane,poivre), carotte 13%, tomate cerise 6%, eau, ferments.",Ultra processed foods
"U Saveurs, U",Gâche Tranchée Pur Beurre - U Saveurs - 450 g,"Snacks,  Sweet snacks"," Pure butter brioche,  fr:Brioches tranchées",": 
                    
                    Farine de BLE (France) 50%, OEUFS frais, sucre, BEURRE 10%, CREME fraîche 4%, eau, levure, sel, émulsifiant: mono - et diglycérides d'acides gras, levure GLUTEN DE BLE, arôme naturel (contient alcool), levure désactivée, extrait d'acérola, colorant: caroténoïdes. Traces éventuelles de soja.",Ultra processed foods
Jean Hervé,Purée amande complète - Jean Hervé - 350 g,"Plant-based foods and beverages,  Plant-based foods"," Almond butters,  Whole almond purees",": 
                    
                    Amandes complètes",Unprocessed or minimally processed foods
Gavottes,"Gavottes - Crepe Dentelle Biscuits with Milk Chocolate, 90g (3.2oz) - 90 g","Snacks,  Sweet snacks"," Crêpes dentelle,  Crêpes dentelle with chocolate","Milk chocolate 43% (sugar, cocoa butter, whole milk powder, cocoa paste, lactose, emulsifier: lecithins (soya), natural flavouring of vanilla), wheat flour, sugar, concentrated pastry butter (milk) 5%, lactose and milk proteins, salt, barley malt extract, raising agent: sodium carbonates, lecithins (soya).",Ultra processed foods
Brossard,Le Pain d'Épices au Miel 🍯 - Brossard - 350 g,"Snacks,  Sweet snacks"," Gingerbreads,  fr:Pains d'épices au miel","glucose-fructose syrup, rye flour 41%, honey 11%, caramlised sugar, raising agents: sodium carbonates - diphosphates, rapeseed oil, salt, flavourings, preservative: sorbic acid, cinnamon, spices, malted wheat flour",Ultra processed foods
Maître Prunille,Maître Prunille - 250 g,"Plant-based foods and beverages,  Plant-based foods"," Dried apricots,  fr:Aliments-a-base-de-plantes-seches","French: 
                    
                    Abricots de Turquie, antioxydant (anhydride sulfureux)",Unprocessed or minimally processed foods
Soignon,Fromage de Chèvre fouetté nature - Soignon - 140 g,"Dairies,  Fermented foods"," Goat cheeses,  Cheese spreads","pasteurized goat's milk, pasteurized goat's milk cream, salt, ferments (including lactose), coagulants",Ultra processed foods
"Candia, Sodiaal",Elben Lait fermenté - Candia - 1L,"Dairies,  Fermented foods"," Milks,  Buttermilks",": 
                    
                    Lait partiellement écrémé - Ferments lactiques (lait).",Processed foods
Carrefour,Mozzarella - Carrefour - 220 g,"Dairies,  Fermented foods"," Mozzarella,  Cow mozzarella","pasteurized cow's milk, salt, calf rennet, lactic ferments, origins: milking country: milk from eu countries",Processed foods
Carrefour,Pain azyme - Carrefour - 400 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Unleavened breads",": 
                    
                    Farine de blé, eau.",Unprocessed or minimally processed foods
Carrefour,100% pur jus d'orange sans pulpe - Carrefour - 1L,"Plant-based foods and beverages,  Beverages"," Squeezed juices,  Squeezed orange juices",": 
                    
                    Jus d'orange.",Unprocessed or minimally processed foods
"Carrefour Bio, Carrefour","Sablés au beurre, amandes et citron - Carrefour Bio - 200 g","Snacks,  Sweet snacks"," Shortbread cookies,  fr:Sablés au beurre","French: 
                    
                    Farine de blé*, sucre de canne*, beurre* 21%, amandes* 8,5%, sirop d'orge malté*, jus de citron concentré* 1%, poudre à lever: carbonates d'ammonium, sel marin, huile essentielle de citron*, poudre de lait écrémé*.",Processed foods
Carrefour,Amandes 100Cal la poignée - Carrefour - 200 g,"Plant-based foods and beverages,  Plant-based foods"," Pastry helpers,  Shelled almonds",shelled almonds,Unprocessed or minimally processed foods
"Carrefour, Carrefour Bio",Jus de Pomme - Carrefour - 1 l,"Plant-based foods and beverages,  Beverages"," Squeezed juices,  Squeezed apple juices","French: 
                    
                    Jus de pomme issu de l'agriculture biologique.",Unprocessed or minimally processed foods
"Carrefour, Carrefour Classic'",Maïs doux - Carrefour - 300 g,"Plant-based foods and beverages,  Plant-based foods"," Canned sweet corn,  Corn grain","French: 
                    
                    Maïs doux en grains, eau, sel.
(1) Contient des sucres naturellement présents",Processed foods
"CARREFOUR CLASSIC', Carrefour",EMMENTAL Râpé - CARREFOUR CLASSIC' - 350 g,"Dairies,  Fermented foods"," Grated cheese,  Grated emmentaler","French: 
Lait pasteurisé issu de vaches nourrient sans OGM <0,9 %, sel, ferments lactiques, coagulant microbien.
Lait origine France.",Processed foods
"Epi d'Or, Marque Repère",Biscottes sans sel x 34 - Epi d'Or - 300 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Rusks","French: 
                    
                    Farine de blé 98%, sucre, huile de tournesol, levure, gluten de blé, agent de traitement de la farine : acide ascorbique. 
Traces de lait, oeufs, sésame et fruits à coque.",Ultra processed foods
"Délisse, Marque Repère",Yaourt à la grecque nature - Délisse - 4 x 150 g,"Dairies,  Fermented foods"," Greek-style yogurts,  Plain stirred yogurts","French: 
                    
                    Lait entier pasteurisé 78,8 %, crème pasteurisée 20,2 %, protéines de lait, ferments lactiques. Traces de gluten et oeufs.",Ultra processed foods
"Menu Fraîcheur, Marque Repère",Taboulé orientale - Menu Fraîcheur - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Eastern tabbouleh,  Fresh tabbouleh","rehydrated durum wheat semolina 68% , red peppers 6,9 % , tomatoes 4,6 % , green peppers 4,6 % , rapeseed oil , raisins 3,1 % (grapes, rapeseed oil) , extra virgin olive oil 2,3 % , alcohol vinegar , sweet mint 1,5 % , salt , dehydrated onions 0,75 % , lemon juice concentrate , parsley , chives , spices , aromatic plants , preservative : e202 , flavours, traces of crustaceans, eggs, fish, milk,  celery, mustard and molluscs",Ultra processed foods
"Bio Village, Marque Repère",sirop d'agave - Bio Village - 250 ml,"Sweeteners,  Syrups"," Agave syrups,  fr:Sirop d'agave Bio village",concentrated agave syrup from organic farming,Unprocessed or minimally processed foods
Jardin bio,Huile vierge de coco - Jardin bio - 184 g,"Plant-based foods and beverages,  Plant-based foods"," Coconut oils,  Virgin coconut oils","virgin oil, organic coconut",Food processing level unknown
Michel et Augustin,"Grand cœur fondant, chocolat noisettes - Michel et Augustin - 180 g","Snacks,  Sweet snacks"," Filled biscuits,  Filled drop cookies","Filling with chocolate and hazelnuts 26% (sugar, vegetable oils and fats (sunflower, shea, coconut), chocolate (cocoa powder, sugar, cocoa mass), hazelnut, skimmed milk powder, emulsifier soy lecithins, wheat flour, sugar, dark chocolate chips 15% (sugar, cocoa mass, cocoa butter, emulsifier: sunflower lecithins), fresh butter, oat flour, hazelnut pieces 4,5%, hazelnut powder skimmed milk powder, raising agents (diphosphates, sodium carbonates, ammonium carbonates), salt. May contain traces of other types of nuts and egg.",Ultra processed foods
Maretti,"ITALIAN STYLE Bruschette CHIPS TOMATO, OLIVES & OREGANO - Maretti - 70 g","Plant-based foods and beverages,  Plant-based foods"," Breads,  Crackers","wheat flour, vegetable oil (palmolein, antioxidant: rosemary extract), extruded corn flour, tomatoes, olive and oregano flavoring 5,5% (dextrose, dietary salt, starch, tomato powder 7,6%, onion powder, garlic powder, flavor enhancer: sodium glutamate, hydrolyzed vegetable protein (soy), dried parsley, dried oregano 1,8%, olive extract 1,8%, paprika, acidity regulators: citric acid, acetic acid, lactose, maltodextrin, anti-caking agent: silica,  aromas), dietary  salt, skimmed-milk powder, sugar, dried gluten, yeast, stabilizer: guar-rubber, dextrose, emulsifiers: mono - and triglyceride fatty acids, mono - and diacetyl tartaric acid-trained esters",Ultra processed foods
"Hochland, Almette","Almette Crema de branza cu verdeață - Hochland - 150 g,","Dairies,  Fermented foods"," ro:Brânză tartinabilă,  ro:Crema branza","fresh cow's cheese, greens 0,2%, onions, garlic, salt",Processed foods
VITAQUELL,Vita Coco - VITAQUELL - 250 g,"Plant-based foods and beverages,  Plant-based foods"," Margarines,  Light margarines",": 
                    
                    Eau, Huile de colza, huile de coco 18%, beurre de karité, jus de carottes, jus de citron, émulsifiant : lécithine de tournesol, sel (0,11%).",Ultra processed foods
Seeberger,Bananenchips - Seeberger - 150 g,"Plant-based foods and beverages,  Plant-based foods"," Dried fruits,  Dried bananas","bananas 55%, coconut oil, sugar, natural flavouring",Ultra processed foods
Ferrero,Milchschnitte - Ferrero - 28g,"Snacks,  Sweet snacks"," Biscuits,  Cakes","fresh whole milk (40%), palm oil, sugar, wheat flour, skimmed milk powder, honey (5%), clarified butter, whole egg powder, low-fat cocoa, wheat bran, raising agents: disodium diphosphate, sodium bicarbonate, ammonium carbonate",Food processing level unknown
